Day	SD4neg	SD3neg	SD2neg	SD1neg	SD0	SD1	SD2	SD3	SD4
367	40.942	42.227	43.512	44.797	46.083	47.368	48.653	49.938	51.224
368	40.950	42.236	43.521	44.807	46.092	47.378	48.663	49.949	51.234
369	40.958	42.244	43.530	44.816	46.102	47.387	48.673	49.959	51.245
370	40.967	42.253	43.539	44.825	46.111	47.397	48.683	49.969	51.255
371	40.975	42.261	43.548	44.834	46.120	47.406	48.693	49.979	51.265
372	40.983	42.270	43.556	44.843	46.130	47.416	48.703	49.989	51.276
373	40.991	42.278	43.565	44.852	46.139	47.426	48.712	49.999	51.286
374	41.000	42.287	43.574	44.861	46.148	47.435	48.722	50.009	51.296
375	41.008	42.295	43.583	44.870	46.157	47.445	48.732	50.019	51.306
376	41.016	42.304	43.591	44.879	46.166	47.454	48.741	50.029	51.317
377	41.024	42.312	43.600	44.888	46.175	47.463	48.751	50.039	51.327
378	41.032	42.320	43.608	44.896	46.184	47.473	48.761	50.049	51.337
379	41.040	42.328	43.617	44.905	46.194	47.482	48.770	50.059	51.347
380	41.048	42.337	43.625	44.914	46.202	47.491	48.780	50.068	51.357
381	41.056	42.345	43.634	44.923	46.212	47.500	48.789	50.078	51.367
382	41.064	42.353	43.642	44.931	46.220	47.509	48.799	50.088	51.377
383	41.072	42.361	43.651	44.940	46.229	47.519	48.808	50.097	51.387
384	41.080	42.369	43.659	44.949	46.238	47.528	48.817	50.107	51.397
385	41.088	42.378	43.667	44.957	46.247	47.537	48.827	50.117	51.406
386	41.096	42.386	43.676	44.966	46.256	47.546	48.836	50.126	51.416
387	41.103	42.394	43.684	44.974	46.265	47.555	48.845	50.136	51.426
388	41.111	42.402	43.692	44.983	46.273	47.564	48.855	50.145	51.436
389	41.119	42.410	43.700	44.991	46.282	47.573	48.864	50.155	51.445
390	41.127	42.418	43.709	45.000	46.291	47.582	48.873	50.164	51.455
391	41.134	42.426	43.717	45.008	46.299	47.591	48.882	50.173	51.465
392	41.142	42.433	43.725	45.016	46.308	47.600	48.891	50.183	51.474
393	41.150	42.441	43.733	45.025	46.317	47.608	48.900	50.192	51.484
394	41.157	42.449	43.741	45.033	46.325	47.617	48.909	50.201	51.493
395	41.165	42.457	43.749	45.041	46.334	47.626	48.918	50.210	51.503
396	41.172	42.465	43.757	45.050	46.342	47.635	48.927	50.220	51.512
397	41.180	42.472	43.765	45.058	46.351	47.643	48.936	50.229	51.521
398	41.187	42.480	43.773	45.066	46.359	47.652	48.945	50.238	51.531
399	41.195	42.488	43.781	45.074	46.367	47.661	48.954	50.247	51.540
400	41.202	42.496	43.789	45.082	46.376	47.669	48.963	50.256	51.549
401	41.209	42.503	43.797	45.090	46.384	47.678	48.971	50.265	51.559
402	41.215	42.509	43.804	45.098	46.392	47.687	48.981	50.275	51.570
403	41.222	42.517	43.812	45.106	46.401	47.695	48.990	50.284	51.579
404	41.230	42.525	43.819	45.114	46.409	47.704	48.999	50.293	51.588
405	41.237	42.532	43.827	45.122	46.417	47.712	49.007	50.302	51.597
406	41.244	42.540	43.835	45.130	46.425	47.721	49.016	50.311	51.606
407	41.252	42.547	43.843	45.138	46.434	47.729	49.024	50.320	51.615
408	41.259	42.555	43.850	45.146	46.442	47.737	49.033	50.329	51.625
409	41.266	42.562	43.858	45.154	46.450	47.746	49.042	50.338	51.634
410	41.273	42.569	43.865	45.162	46.458	47.754	49.050	50.346	51.642
411	41.280	42.577	43.873	45.170	46.466	47.762	49.059	50.355	51.651
412	41.287	42.584	43.881	45.177	46.474	47.771	49.067	50.364	51.660
413	41.295	42.591	43.888	45.185	46.482	47.779	49.076	50.372	51.669
414	41.302	42.599	43.896	45.193	46.490	47.787	49.084	50.381	51.678
415	41.309	42.606	43.903	45.201	46.498	47.795	49.092	50.390	51.687
416	41.316	42.613	43.911	45.208	46.506	47.803	49.101	50.398	51.696
417	41.323	42.620	43.918	45.216	46.514	47.811	49.109	50.407	51.705
418	41.330	42.628	43.926	45.224	46.522	47.819	49.117	50.415	51.713
419	41.337	42.635	43.933	45.231	46.529	47.827	49.126	50.424	51.722
420	41.344	42.642	43.940	45.239	46.537	47.835	49.134	50.432	51.731
421	41.350	42.649	43.948	45.246	46.545	47.844	49.142	50.441	51.739
422	41.357	42.656	43.955	45.254	46.553	47.852	49.150	50.449	51.748
423	41.364	42.663	43.962	45.261	46.560	47.859	49.158	50.458	51.757
424	41.371	42.670	43.970	45.269	46.568	47.867	49.167	50.466	51.765
425	41.376	42.676	43.976	45.276	46.576	47.876	49.176	50.476	51.776
426	41.383	42.683	43.983	45.283	46.583	47.884	49.184	50.484	51.784
427	41.390	42.690	43.990	45.291	46.591	47.891	49.192	50.492	51.792
428	41.396	42.697	43.998	45.298	46.599	47.899	49.200	50.500	51.801
429	41.403	42.704	44.005	45.305	46.606	47.907	49.208	50.509	51.809
430	41.410	42.711	44.012	45.313	46.614	47.915	49.216	50.517	51.818
431	41.416	42.718	44.019	45.320	46.621	47.923	49.224	50.525	51.826
432	41.423	42.725	44.026	45.327	46.629	47.930	49.232	50.533	51.834
433	41.430	42.731	44.033	45.335	46.636	47.938	49.240	50.541	51.843
434	41.436	42.738	44.040	45.342	46.644	47.946	49.247	50.549	51.851
435	41.443	42.745	44.047	45.349	46.651	47.953	49.255	50.557	51.859
436	41.450	42.752	44.054	45.356	46.659	47.961	49.263	50.565	51.868
437	41.456	42.759	44.061	45.364	46.666	47.968	49.271	50.573	51.876
438	41.463	42.765	44.068	45.371	46.673	47.976	49.279	50.581	51.884
439	41.469	42.772	44.075	45.378	46.681	47.984	49.286	50.589	51.892
440	41.476	42.779	44.082	45.385	46.688	47.991	49.294	50.597	51.900
441	41.482	42.786	44.089	45.392	46.695	47.999	49.302	50.605	51.908
442	41.489	42.792	44.096	45.399	46.703	48.006	49.310	50.613	51.916
443	41.493	42.797	44.102	45.406	46.710	48.014	49.318	50.622	51.926
444	41.500	42.804	44.108	45.413	46.717	48.021	49.326	50.630	51.934
445	41.506	42.811	44.115	45.420	46.724	48.029	49.333	50.638	51.942
446	41.512	42.817	44.122	45.427	46.731	48.036	49.341	50.646	51.950
447	41.519	42.824	44.129	45.434	46.739	48.044	49.348	50.653	51.958
448	41.525	42.830	44.135	45.441	46.746	48.051	49.356	50.661	51.966
449	41.532	42.837	44.142	45.448	46.753	48.058	49.364	50.669	51.974
450	41.538	42.843	44.149	45.454	46.760	48.066	49.371	50.677	51.982
451	41.544	42.850	44.156	45.461	46.767	48.073	49.378	50.684	51.990
452	41.550	42.856	44.162	45.468	46.774	48.080	49.386	50.692	51.998
453	41.557	42.863	44.169	45.475	46.781	48.087	49.393	50.699	52.006
454	41.563	42.869	44.175	45.482	46.788	48.094	49.401	50.707	52.013
455	41.569	42.876	44.182	45.489	46.795	48.102	49.408	50.715	52.021
456	41.575	42.882	44.189	45.495	46.802	48.109	49.416	50.722	52.029
457	41.581	42.888	44.195	45.502	46.809	48.116	49.423	50.730	52.037
458	41.588	42.895	44.202	45.509	46.816	48.123	49.430	50.737	52.044
459	41.592	42.900	44.207	45.515	46.823	48.131	49.438	50.746	52.054
460	41.598	42.906	44.214	45.522	46.830	48.138	49.446	50.754	52.062
461	41.604	42.912	44.220	45.528	46.837	48.145	49.453	50.761	52.069
462	41.610	42.918	44.227	45.535	46.844	48.152	49.460	50.769	52.077
463	41.616	42.925	44.233	45.542	46.850	48.159	49.467	50.776	52.084
464	41.622	42.931	44.240	45.548	46.857	48.166	49.475	50.783	52.092
465	41.628	42.937	44.246	45.555	46.864	48.173	49.482	50.791	52.100
466	41.634	42.943	44.253	45.562	46.871	48.180	49.489	50.798	52.107
467	41.640	42.950	44.259	45.568	46.878	48.187	49.496	50.805	52.115
468	41.646	42.956	44.265	45.575	46.884	48.194	49.503	50.813	52.122
469	41.652	42.962	44.272	45.581	46.891	48.201	49.510	50.820	52.130
470	41.658	42.968	44.278	45.588	46.898	48.207	49.517	50.827	52.137
471	41.664	42.974	44.284	45.594	46.904	48.214	49.524	50.834	52.144
472	41.670	42.980	44.291	45.601	46.911	48.221	49.531	50.842	52.152
473	41.674	42.985	44.296	45.607	46.918	48.228	49.539	50.850	52.161
474	41.680	42.991	44.302	45.613	46.924	48.235	49.546	50.857	52.168
475	41.686	42.997	44.308	45.620	46.931	48.242	49.553	50.865	52.176
476	41.692	43.003	44.315	45.626	46.937	48.249	49.560	50.872	52.183
477	41.698	43.009	44.321	45.632	46.944	48.256	49.567	50.879	52.190
478	41.703	43.015	44.327	45.639	46.950	48.262	49.574	50.886	52.198
479	41.709	43.021	44.333	45.645	46.957	48.269	49.581	50.893	52.205
480	41.715	43.027	44.339	45.651	46.964	48.276	49.588	50.900	52.212
481	41.721	43.033	44.345	45.658	46.970	48.282	49.595	50.907	52.219
482	41.726	43.039	44.352	45.664	46.977	48.289	49.602	50.914	52.227
483	41.732	43.045	44.358	45.670	46.983	48.296	49.609	50.921	52.234
484	41.738	43.051	44.364	45.677	46.990	48.302	49.615	50.928	52.241
485	41.744	43.057	44.370	45.683	46.996	48.309	49.622	50.935	52.248
486	41.748	43.061	44.375	45.689	47.002	48.316	49.630	50.944	52.257
487	41.753	43.067	44.381	45.695	47.009	48.323	49.637	50.950	52.264
488	41.759	43.073	44.387	45.701	47.015	48.329	49.643	50.957	52.271
489	41.764	43.079	44.393	45.707	47.022	48.336	49.650	50.964	52.279
490	41.770	43.085	44.399	45.713	47.028	48.342	49.657	50.971	52.286
491	41.776	43.090	44.405	45.720	47.034	48.349	49.663	50.978	52.293
492	41.781	43.096	44.411	45.726	47.040	48.355	49.670	50.985	52.300
493	41.787	43.102	44.417	45.732	47.047	48.362	49.677	50.992	52.307
494	41.793	43.108	44.423	45.738	47.053	48.368	49.683	50.999	52.314
495	41.798	43.113	44.429	45.744	47.059	48.375	49.690	51.005	52.321
496	41.804	43.119	44.435	45.750	47.066	48.381	49.697	51.012	52.328
497	41.809	43.125	44.441	45.756	47.072	48.388	49.703	51.019	52.335
498	41.815	43.131	44.446	45.762	47.078	48.394	49.710	51.026	52.341
499	41.818	43.135	44.451	45.768	47.084	48.401	49.717	51.034	52.350
500	41.824	43.141	44.457	45.774	47.090	48.407	49.724	51.040	52.357
501	41.829	43.146	44.463	45.780	47.097	48.414	49.730	51.047	52.364
502	41.835	43.152	44.469	45.786	47.103	48.420	49.737	51.054	52.371
503	41.840	43.157	44.475	45.792	47.109	48.426	49.743	51.061	52.378
504	41.846	43.163	44.481	45.798	47.115	48.433	49.750	51.067	52.385
505	41.851	43.169	44.486	45.804	47.121	48.439	49.756	51.074	52.391
506	41.857	43.174	44.492	45.810	47.127	48.445	49.763	51.080	52.398
507	41.862	43.180	44.498	45.816	47.134	48.451	49.769	51.087	52.405
508	41.868	43.186	44.504	45.822	47.140	48.458	49.776	51.094	52.412
509	41.873	43.191	44.509	45.827	47.146	48.464	49.782	51.100	52.418
510	41.878	43.197	44.515	45.833	47.152	48.470	49.788	51.107	52.425
511	41.882	43.201	44.520	45.839	47.158	48.477	49.796	51.115	52.434
512	41.887	43.206	44.525	45.845	47.164	48.483	49.802	51.121	52.440
513	41.892	43.212	44.531	45.850	47.170	48.489	49.808	51.128	52.447
514	41.898	43.217	44.537	45.856	47.176	48.495	49.815	51.134	52.454
515	41.903	43.223	44.542	45.862	47.182	48.501	49.821	51.141	52.460
516	41.908	43.228	44.548	45.868	47.188	48.508	49.827	51.147	52.467
517	41.914	43.234	44.554	45.874	47.194	48.514	49.834	51.154	52.474
518	41.919	43.239	44.559	45.879	47.200	48.520	49.840	51.160	52.480
519	41.924	43.244	44.565	45.885	47.206	48.526	49.846	51.167	52.487
520	41.929	43.250	44.570	45.891	47.211	48.532	49.852	51.173	52.493
521	41.935	43.255	44.576	45.897	47.217	48.538	49.859	51.179	52.500
522	41.940	43.261	44.582	45.902	47.223	48.544	49.865	51.186	52.507
523	41.943	43.265	44.586	45.908	47.229	48.550	49.872	51.193	52.515
524	41.948	43.270	44.592	45.913	47.235	48.557	49.878	51.200	52.521
525	41.954	43.275	44.597	45.919	47.241	48.562	49.884	51.206	52.528
526	41.959	43.281	44.603	45.925	47.247	48.569	49.891	51.212	52.534
527	41.964	43.286	44.608	45.930	47.252	48.575	49.897	51.219	52.541
528	41.969	43.291	44.614	45.936	47.258	48.580	49.903	51.225	52.547
529	41.974	43.297	44.619	45.942	47.264	48.586	49.909	51.231	52.554
530	41.979	43.302	44.625	45.947	47.270	48.592	49.915	51.238	52.560
531	41.984	43.307	44.630	45.953	47.276	48.598	49.921	51.244	52.567
532	41.990	43.313	44.635	45.958	47.281	48.604	49.927	51.250	52.573
533	41.995	43.318	44.641	45.964	47.287	48.610	49.933	51.256	52.579
534	41.998	43.322	44.645	45.969	47.293	48.617	49.940	51.264	52.588
535	42.003	43.327	44.651	45.975	47.298	48.622	49.946	51.270	52.594
536	42.008	43.332	44.656	45.980	47.304	48.628	49.952	51.276	52.600
537	42.013	43.337	44.661	45.986	47.310	48.634	49.958	51.283	52.607
538	42.018	43.343	44.667	45.991	47.316	48.640	49.964	51.289	52.613
539	42.023	43.348	44.672	45.997	47.321	48.646	49.970	51.295	52.619
540	42.028	43.353	44.678	46.002	47.327	48.652	49.976	51.301	52.626
541	42.033	43.358	44.683	46.008	47.333	48.657	49.982	51.307	52.632
542	42.038	43.363	44.688	46.013	47.338	48.663	49.988	51.313	52.638
543	42.043	43.368	44.693	46.019	47.344	48.669	49.994	51.319	52.644
544	42.046	43.372	44.698	46.024	47.349	48.675	50.001	51.327	52.653
545	42.051	43.377	44.703	46.029	47.355	48.681	50.007	51.333	52.659
546	42.056	43.382	44.708	46.035	47.361	48.687	50.013	51.339	52.665
547	42.061	43.387	44.714	46.040	47.366	48.692	50.019	51.345	52.671
548	42.066	43.393	44.719	46.045	47.372	48.698	50.025	51.351	52.677
549	42.071	43.398	44.724	46.051	47.377	48.704	50.031	51.357	52.684
550	42.076	43.403	44.729	46.056	47.383	48.710	50.036	51.363	52.690
551	42.081	43.408	44.735	46.062	47.388	48.715	50.042	51.369	52.696
552	42.086	43.413	44.740	46.067	47.394	48.721	50.048	51.375	52.702
553	42.091	43.418	44.745	46.072	47.400	48.727	50.054	51.381	52.708
554	42.096	43.423	44.750	46.078	47.405	48.732	50.060	51.387	52.714
555	42.099	43.427	44.755	46.083	47.410	48.738	50.066	51.394	52.722
556	42.104	43.432	44.760	46.088	47.416	48.744	50.072	51.400	52.728
557	42.108	43.437	44.765	46.093	47.422	48.750	50.078	51.406	52.735
558	42.113	43.442	44.770	46.098	47.427	48.755	50.084	51.412	52.741
559	42.118	43.447	44.775	46.104	47.432	48.761	50.090	51.418	52.747
560	42.123	43.452	44.780	46.109	47.438	48.767	50.095	51.424	52.753
561	42.128	43.457	44.785	46.114	47.443	48.772	50.101	51.430	52.759
562	42.133	43.462	44.791	46.120	47.449	48.778	50.107	51.436	52.765
563	42.137	43.467	44.796	46.125	47.454	48.783	50.112	51.442	52.771
564	42.142	43.471	44.801	46.130	47.460	48.789	50.118	51.448	52.777
565	42.145	43.475	44.805	46.135	47.465	48.795	50.125	51.455	52.785
566	42.150	43.480	44.810	46.140	47.470	48.800	50.131	51.461	52.791
567	42.155	43.485	44.815	46.145	47.476	48.806	50.136	51.466	52.797
568	42.159	43.490	44.820	46.151	47.481	48.811	50.142	51.472	52.803
569	42.164	43.495	44.825	46.156	47.486	48.817	50.147	51.478	52.809
570	42.169	43.500	44.830	46.161	47.492	48.822	50.153	51.484	52.815
571	42.174	43.504	44.835	46.166	47.497	48.828	50.159	51.490	52.820
572	42.178	43.509	44.840	46.171	47.502	48.833	50.164	51.495	52.826
573	42.183	43.514	44.845	46.177	47.508	48.839	50.170	51.501	52.832
574	42.188	43.519	44.850	46.182	47.513	48.844	50.176	51.507	52.838
575	42.191	43.522	44.854	46.186	47.518	48.850	50.182	51.514	52.846
576	42.195	43.527	44.859	46.192	47.524	48.856	50.188	51.520	52.852
577	42.200	43.532	44.864	46.197	47.529	48.861	50.193	51.525	52.858
578	42.205	43.537	44.869	46.202	47.534	48.866	50.199	51.531	52.864
579	42.209	43.542	44.874	46.207	47.539	48.872	50.204	51.537	52.870
580	42.214	43.547	44.879	46.212	47.545	48.877	50.210	51.543	52.875
581	42.219	43.551	44.884	46.217	47.550	48.883	50.215	51.548	52.881
582	42.223	43.556	44.889	46.222	47.555	48.888	50.221	51.554	52.887
583	42.228	43.561	44.894	46.227	47.560	48.893	50.227	51.560	52.893
584	42.231	43.564	44.898	46.232	47.566	48.899	50.233	51.567	52.900
585	42.235	43.569	44.903	46.237	47.571	48.905	50.238	51.572	52.906
586	42.240	43.574	44.908	46.242	47.576	48.910	50.244	51.578	52.912
587	42.244	43.579	44.913	46.247	47.581	48.915	50.249	51.584	52.918
588	42.249	43.583	44.918	46.252	47.586	48.921	50.255	51.589	52.924
589	42.254	43.588	44.923	46.257	47.592	48.926	50.260	51.595	52.929
590	42.258	43.593	44.927	46.262	47.597	48.931	50.266	51.600	52.935
591	42.263	43.598	44.932	46.267	47.602	48.937	50.271	51.606	52.941
592	42.267	43.602	44.937	46.272	47.607	48.942	50.277	51.612	52.946
593	42.270	43.605	44.941	46.276	47.612	48.948	50.283	51.619	52.954
594	42.275	43.610	44.946	46.282	47.617	48.953	50.289	51.624	52.960
595	42.279	43.615	44.951	46.286	47.622	48.958	50.294	51.630	52.966
596	42.284	43.620	44.956	46.291	47.627	48.963	50.299	51.635	52.971
597	42.288	43.624	44.960	46.296	47.632	48.969	50.305	51.641	52.977
598	42.293	43.629	44.965	46.301	47.638	48.974	50.310	51.646	52.983
599	42.297	43.634	44.970	46.306	47.643	48.979	50.315	51.652	52.988
600	42.302	43.638	44.975	46.311	47.648	48.984	50.321	51.657	52.994
601	42.306	43.643	44.979	46.316	47.653	48.989	50.326	51.663	52.999
602	42.311	43.647	44.984	46.321	47.658	48.995	50.332	51.668	53.005
603	42.313	43.651	44.988	46.326	47.663	49.000	50.338	51.675	53.013
604	42.318	43.655	44.993	46.330	47.668	49.006	50.343	51.681	53.018
605	42.322	43.660	44.998	46.335	47.673	49.011	50.348	51.686	53.024
606	42.327	43.665	45.002	46.340	47.678	49.016	50.354	51.692	53.029
607	42.331	43.669	45.007	46.345	47.683	49.021	50.359	51.697	53.035
608	42.336	43.674	45.012	46.350	47.688	49.026	50.364	51.702	53.041
609	42.340	43.678	45.017	46.355	47.693	49.031	50.370	51.708	53.046
610	42.344	43.683	45.021	46.360	47.698	49.037	50.375	51.713	53.052
611	42.349	43.687	45.026	46.365	47.703	49.042	50.380	51.719	53.057
612	42.351	43.691	45.030	46.369	47.708	49.047	50.386	51.726	53.065
613	42.356	43.695	45.034	46.374	47.713	49.052	50.392	51.731	53.070
614	42.360	43.700	45.039	46.379	47.718	49.057	50.397	51.736	53.076
615	42.365	43.704	45.044	46.383	47.723	49.063	50.402	51.742	53.081
616	42.369	43.709	45.049	46.388	47.728	49.068	50.407	51.747	53.087
617	42.373	43.713	45.053	46.393	47.733	49.073	50.413	51.752	53.092
618	42.378	43.718	45.058	46.398	47.738	49.078	50.418	51.758	53.098
619	42.382	43.722	45.063	46.403	47.743	49.083	50.423	51.763	53.103
620	42.385	43.725	45.066	46.407	47.748	49.088	50.429	51.770	53.111
621	42.389	43.730	45.071	46.412	47.753	49.093	50.434	51.775	53.116
622	42.393	43.734	45.075	46.416	47.758	49.099	50.440	51.781	53.122
623	42.398	43.739	45.080	46.421	47.762	49.104	50.445	51.786	53.127
624	42.402	43.743	45.085	46.426	47.767	49.109	50.450	51.791	53.133
625	42.406	43.748	45.089	46.431	47.772	49.114	50.455	51.797	53.138
626	42.411	43.752	45.094	46.436	47.777	49.119	50.460	51.802	53.143
627	42.415	43.757	45.099	46.440	47.782	49.124	50.465	51.807	53.149
628	42.419	43.761	45.103	46.445	47.787	49.129	50.471	51.812	53.154
629	42.422	43.764	45.107	46.449	47.792	49.134	50.477	51.819	53.162
630	42.426	43.769	45.111	46.454	47.796	49.139	50.482	51.824	53.167
631	42.430	43.773	45.116	46.459	47.801	49.144	50.487	51.830	53.172
632	42.435	43.778	45.120	46.463	47.806	49.149	50.492	51.835	53.178
633	42.439	43.782	45.125	46.468	47.811	49.154	50.497	51.840	53.183
634	42.443	43.786	45.130	46.473	47.816	49.159	50.502	51.845	53.188
635	42.448	43.791	45.134	46.477	47.821	49.164	50.507	51.851	53.194
636	42.452	43.795	45.139	46.482	47.826	49.169	50.512	51.856	53.199
637	42.454	43.798	45.142	46.486	47.830	49.174	50.518	51.862	53.206
638	42.458	43.803	45.147	46.491	47.835	49.179	50.523	51.868	53.212
639	42.463	43.807	45.151	46.496	47.840	49.184	50.529	51.873	53.217
640	42.467	43.811	45.156	46.500	47.845	49.189	50.533	51.878	53.222
641	42.471	43.816	45.160	46.505	47.849	49.194	50.539	51.883	53.228
642	42.475	43.820	45.165	46.509	47.854	49.199	50.544	51.888	53.233
